	player	nationality	position	squad	age	birth_year	games	games_starts	minutes	goals	assists	pens_made	pens_att	cards_yellow	cards_red	goals_per90	assists_per90	goals_assists_per90	goals_pens_per90	goals_assists_pens_per90	xg	npxg	xa	xg_per90	xa_per90	xg_xa_per90	npxg_per90	npxg_xa_per90	minutes_90s	shots_total	shots_on_target	shots_free_kicks	shots_on_target_pct	shots_total_per90	shots_on_target_per90	goals_per_shot	goals_per_shot_on_target	npxg_per_shot	xg_net	npxg_net	passes_completed	passes	passes_pct	passes_total_distance	passes_progressive_distance	passes_completed_short	passes_short	passes_pct_short	passes_completed_medium	passes_medium	passes_pct_medium	passes_completed_long	passes_long	passes_pct_long	xa_net	assisted_shots	passes_into_final_third	passes_into_penalty_area	crosses_into_penalty_area	progressive_passes	passes_live	passes_dead	passes_free_kicks	through_balls	passes_pressure	passes_switches	crosses	corner_kicks	corner_kicks_in	corner_kicks_out	corner_kicks_straight	passes_ground	passes_low	passes_high	passes_left_foot	passes_right_foot	passes_head	throw_ins	passes_other_body	passes_offsides	passes_oob	passes_intercepted	passes_blocked	sca	sca_per90	sca_passes_live	sca_passes_dead	sca_dribbles	sca_shots	sca_fouled	gca	gca_per90	gca_passes_live	gca_passes_dead	gca_dribbles	gca_shots	gca_fouled	gca_og_for	tackles	tackles_won	tackles_def_3rd	tackles_mid_3rd	tackles_att_3rd	dribble_tackles	dribbles_vs	dribble_tackles_pct	dribbled_past	pressures	pressure_regains	pressure_regain_pct	pressures_def_3rd	pressures_mid_3rd	pressures_att_3rd	blocks	blocked_shots	blocked_shots_saves	blocked_passes	interceptions	clearances	errors	touches	touches_def_pen_area	touches_def_3rd	touches_mid_3rd	touches_att_3rd	touches_att_pen_area	touches_live_ball	dribbles_completed	dribbles	dribbles_completed_pct	players_dribbled_past	nutmegs	carries	carry_distance	carry_progressive_distance	pass_targets	passes_received	passes_received_pct	miscontrols	dispossessed	cards_yellow_red	fouls	fouled	offsides	pens_won	pens_conceded	own_goals	ball_recoveries	aerials_won	aerials_lost	aerials_won_pct
2024	Marco Sau	it ITA	MF,FW	Benevento	33-050	1987	10.0	2.0	267.0	1.0	2.0	1.0	1.0	0.0	0.0	0.34	0.67	1.01	0.0	0.67	0.9	0.2	0.5	0.31	0.16	0.48	0.06	0.22	3.0	3.0	2.0	1.0	66.7	1.01	0.67	0.0	0.0	0.06	0.1	-0.2	54.0	82.0	65.9	933.0	231.0	27.0	34.0	79.4	20.0	29.0	69.0	4.0	11.0	36.4	1.5	7.0	0.0	2.0	0.0	3.0	66.0	16.0	8.0	0.0	15.0	3.0	7.0	6.0	2.0	3.0	0.0	49.0	12.0	21.0	8.0	69.0	3.0	0.0	0.0	0.0	0.0	3.0	5.0	11.0	3.71	5.0	4.0	0.0	0.0	2.0	3.0	1.01	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	5.0	0.0	5.0	46.0	8.0	17.4	9.0	22.0	15.0	3.0	0.0	0.0	3.0	1.0	2.0	0.0	123.0	1.0	26.0	54.0	59.0	14.0	108.0	2.0	3.0	66.7	2.0	0.0	80.0	618.0	302.0	114.0	73.0	64.0	8.0	9.0	0.0	3.0	9.0	0.0	1.0	0.0	0.0	21.0	3.0	7.0	30.0
2025	Téji Savanier	fr FRA	MF	Montpellier	29-001	1991	13.0	13.0	1027.0	3.0	3.0	2.0	3.0	4.0	1.0	0.26	0.26	0.53	0.09	0.35	3.8	1.5	2.8	0.33	0.24	0.57	0.13	0.37	11.4	27.0	6.0	8.0	22.2	2.37	0.53	0.04	0.17	0.05	-0.8	-0.5	412.0	592.0	69.6	9351.0	3061.0	152.0	180.0	84.4	144.0	194.0	74.2	111.0	200.0	55.5	0.2	33.0	53.0	15.0	5.0	63.0	495.0	97.0	22.0	1.0	87.0	48.0	29.0	68.0	23.0	34.0	9.0	290.0	77.0	225.0	77.0	473.0	28.0	1.0	1.0	0.0	15.0	8.0	15.0	59.0	5.17	21.0	24.0	4.0	4.0	4.0	6.0	0.53	2.0	2.0	1.0	0.0	1.0	0.0	22.0	21.0	9.0	11.0	2.0	9.0	29.0	31.0	20.0	201.0	67.0	33.3	56.0	103.0	42.0	11.0	3.0	0.0	8.0	12.0	7.0	0.0	743.0	13.0	110.0	392.0	296.0	23.0	641.0	31.0	43.0	72.1	33.0	1.0	473.0	3168.0	1802.0	518.0	459.0	88.6	15.0	30.0	0.0	29.0	33.0	1.0	1.0	1.0	0.0	116.0	14.0	8.0	63.6
2026	Stefan Savić	me MNE	DF	Atlético Madrid	29-350	1991	12.0	12.0	1080.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.01	0.01	0.03	0.01	0.03	12.0	3.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.04	-0.1	-0.1	544.0	626.0	86.9	12068.0	3621.0	149.0	160.0	93.1	275.0	297.0	92.6	115.0	159.0	72.3	-0.1	1.0	56.0	2.0	0.0	26.0	616.0	10.0	9.0	1.0	65.0	19.0	1.0	0.0	0.0	0.0	0.0	470.0	47.0	109.0	47.0	535.0	23.0	1.0	4.0	2.0	5.0	9.0	7.0	4.0	0.36	4.0	0.0	0.0	0.0	0.0	1.0	0.09	1.0	0.0	0.0	0.0	0.0	0.0	12.0	7.0	8.0	4.0	0.0	3.0	8.0	37.5	5.0	57.0	26.0	45.6	35.0	21.0	1.0	12.0	7.0	0.0	5.0	8.0	44.0	0.0	699.0	87.0	311.0	418.0	13.0	4.0	689.0	0.0	0.0	0.0	0.0	0.0	451.0	2165.0	1324.0	496.0	489.0	98.6	1.0	2.0	0.0	10.0	4.0	1.0	0.0	0.0	0.0	122.0	26.0	16.0	61.9
2027	Romaine Sawyers	kn SKN	MF	West Brom	29-051	1991	12.0	10.0	870.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.01	0.01	0.02	0.01	0.02	9.7	2.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.03	-0.1	-0.1	384.0	442.0	86.9	7467.0	1704.0	149.0	168.0	88.7	172.0	191.0	90.1	56.0	67.0	83.6	-0.1	3.0	22.0	4.0	2.0	28.0	425.0	17.0	14.0	0.0	62.0	16.0	2.0	0.0	0.0	0.0	0.0	346.0	43.0	53.0	44.0	376.0	10.0	0.0	5.0	2.0	2.0	6.0	8.0	7.0	0.72	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	6.0	7.0	5.0	1.0	5.0	20.0	25.0	15.0	212.0	50.0	23.6	97.0	97.0	18.0	9.0	1.0	0.0	8.0	12.0	7.0	1.0	519.0	13.0	148.0	341.0	59.0	2.0	502.0	6.0	12.0	50.0	8.0	0.0	327.0	1736.0	747.0	380.0	361.0	95.0	8.0	12.0	0.0	11.0	10.0	0.0	0.0	0.0	0.0	91.0	8.0	3.0	72.7
2028	Gianluca Scamacca	it ITA	FW	Genoa	21-357	1999	10.0	7.0	638.0	2.0	1.0	0.0	0.0	1.0	0.0	0.28	0.14	0.42	0.28	0.42	1.7	1.7	1.0	0.24	0.14	0.39	0.24	0.39	7.1	19.0	5.0	0.0	26.3	2.68	0.71	0.11	0.4	0.09	0.3	0.3	121.0	172.0	70.3	2069.0	252.0	69.0	92.0	75.0	31.0	46.0	67.4	16.0	21.0	76.2	0.0	10.0	4.0	4.0	1.0	8.0	163.0	9.0	0.0	1.0	41.0	12.0	5.0	0.0	0.0	0.0	0.0	95.0	44.0	33.0	12.0	130.0	11.0	0.0	5.0	0.0	3.0	2.0	8.0	17.0	2.4	13.0	0.0	0.0	2.0	1.0	1.0	0.14	1.0	0.0	0.0	0.0	0.0	0.0	7.0	5.0	1.0	2.0	4.0	1.0	8.0	12.5	7.0	90.0	26.0	28.9	9.0	40.0	41.0	5.0	1.0	0.0	4.0	2.0	6.0	0.0	253.0	8.0	20.0	122.0	124.0	29.0	244.0	5.0	6.0	83.3	5.0	1.0	149.0	807.0	433.0	328.0	183.0	55.8	17.0	11.0	0.0	15.0	12.0	6.0	0.0	0.0	0.0	35.0	19.0	22.0	46.3
2029	Fabian Schär	ch SUI	DF,MF	Newcastle Utd	29-003	1991	7.0	4.0	412.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.02	0.01	0.02	4.6	1.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.04	0.0	0.0	192.0	237.0	81.0	4428.0	1970.0	57.0	61.0	93.4	91.0	101.0	90.1	43.0	72.0	59.7	0.0	1.0	15.0	2.0	0.0	10.0	210.0	27.0	11.0	2.0	27.0	13.0	1.0	0.0	0.0	0.0	0.0	144.0	26.0	67.0	25.0	189.0	5.0	16.0	0.0	1.0	7.0	2.0	2.0	2.0	0.44	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	5.0	4.0	3.0	0.0	3.0	7.0	42.9	4.0	41.0	10.0	24.4	23.0	16.0	2.0	10.0	4.0	0.0	6.0	4.0	9.0	0.0	280.0	27.0	161.0	114.0	23.0	2.0	254.0	1.0	2.0	50.0	1.0	0.0	176.0	818.0	453.0	181.0	177.0	97.8	3.0	4.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	42.0	3.0	11.0	21.4
2030	Aurélien Scheidler	fr FRA	FW	Dijon	22-202	1998	9.0	3.0	341.0	1.0	0.0	0.0	0.0	1.0	0.0	0.26	0.0	0.26	0.26	0.26	0.5	0.5	0.3	0.14	0.09	0.23	0.14	0.23	3.8	7.0	2.0	0.0	28.6	1.85	0.53	0.14	0.5	0.08	0.5	0.5	57.0	76.0	75.0	886.0	82.0	29.0	38.0	76.3	22.0	29.0	75.9	3.0	6.0	50.0	-0.3	4.0	0.0	2.0	0.0	2.0	67.0	9.0	0.0	0.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0	52.0	16.0	8.0	7.0	52.0	8.0	0.0	2.0	0.0	0.0	0.0	2.0	6.0	1.58	4.0	0.0	0.0	1.0	0.0	1.0	0.26	0.0	0.0	0.0	1.0	0.0	0.0	4.0	1.0	0.0	4.0	0.0	0.0	1.0	0.0	1.0	42.0	4.0	9.5	1.0	20.0	21.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	112.0	5.0	9.0	68.0	45.0	8.0	103.0	1.0	4.0	25.0	1.0	0.0	63.0	404.0	155.0	167.0	81.0	48.5	6.0	6.0	0.0	7.0	4.0	6.0	0.0	0.0	0.0	11.0	10.0	23.0	30.3
2031	Nicolás Schiappacasse	uy URU	MF	Sassuolo	21-346	1999	1.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	100.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	50.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	2.0	4.0	1.0	25.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
2032	Pasquale Schiattarella	it ITA	MF	Benevento	33-207	1987	11.0	11.0	948.0	1.0	0.0	0.0	0.0	4.0	1.0	0.09	0.0	0.09	0.09	0.09	0.5	0.5	1.4	0.05	0.13	0.18	0.05	0.18	10.5	4.0	3.0	0.0	75.0	0.38	0.28	0.25	0.33	0.14	0.5	0.5	451.0	556.0	81.1	8392.0	2309.0	188.0	208.0	90.4	191.0	233.0	82.0	56.0	91.0	61.5	-1.4	8.0	45.0	8.0	0.0	48.0	518.0	38.0	34.0	2.0	75.0	12.0	2.0	0.0	0.0	0.0	0.0	386.0	65.0	105.0	67.0	454.0	25.0	2.0	3.0	4.0	3.0	9.0	10.0	18.0	1.71	15.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	16.0	13.0	8.0	1.0	7.0	20.0	35.0	13.0	110.0	39.0	35.5	46.0	56.0	8.0	16.0	3.0	0.0	13.0	9.0	10.0	0.0	638.0	37.0	201.0	382.0	85.0	5.0	604.0	7.0	10.0	70.0	9.0	0.0	395.0	1905.0	1025.0	440.0	421.0	95.7	10.0	8.0	0.0	13.0	20.0	1.0	0.0	0.0	0.0	120.0	5.0	7.0	41.7
2033	Patrik Schick	cz CZE	FW	Leverkusen	24-334	1996	9.0	7.0	550.0	4.0	1.0	0.0	0.0	0.0	0.0	0.65	0.16	0.82	0.65	0.82	2.5	2.5	0.6	0.42	0.1	0.52	0.42	0.52	6.1	15.0	7.0	0.0	46.7	2.45	1.15	0.27	0.57	0.17	1.5	1.5	80.0	111.0	72.1	1058.0	193.0	45.0	63.0	71.4	27.0	36.0	75.0	1.0	2.0	50.0	0.4	5.0	3.0	0.0	0.0	1.0	107.0	4.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	29.0	24.0	61.0	15.0	11.0	0.0	8.0	0.0	1.0	4.0	2.0	12.0	1.96	10.0	0.0	1.0	1.0	0.0	1.0	0.16	1.0	0.0	0.0	0.0	0.0	0.0	9.0	4.0	0.0	4.0	5.0	1.0	4.0	25.0	3.0	70.0	22.0	31.4	1.0	22.0	47.0	4.0	1.0	0.0	3.0	0.0	4.0	0.0	174.0	7.0	10.0	80.0	87.0	26.0	170.0	11.0	13.0	84.6	11.0	0.0	93.0	457.0	172.0	269.0	127.0	47.2	14.0	5.0	0.0	6.0	6.0	4.0	0.0	0.0	0.0	20.0	24.0	26.0	48.0
2034	Sven Schipplock	de GER	FW,MF	Arminia	32-045	1988	13.0	4.0	448.0	1.0	0.0	0.0	0.0	3.0	0.0	0.2	0.0	0.2	0.2	0.2	0.6	0.6	0.7	0.12	0.13	0.25	0.12	0.25	5.0	8.0	3.0	0.0	37.5	1.61	0.6	0.13	0.33	0.07	0.4	0.4	66.0	116.0	56.9	982.0	290.0	38.0	59.0	64.4	22.0	35.0	62.9	4.0	9.0	44.4	-0.7	8.0	8.0	0.0	0.0	9.0	113.0	3.0	0.0	0.0	31.0	0.0	7.0	0.0	0.0	0.0	0.0	66.0	23.0	27.0	16.0	68.0	15.0	1.0	4.0	1.0	2.0	10.0	8.0	12.0	2.41	10.0	0.0	1.0	0.0	1.0	1.0	0.2	1.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	1.0	4.0	1.0	1.0	18.0	5.6	17.0	185.0	49.0	26.5	25.0	118.0	42.0	5.0	3.0	0.0	2.0	1.0	11.0	0.0	173.0	12.0	30.0	90.0	66.0	15.0	171.0	5.0	7.0	71.4	5.0	1.0	98.0	733.0	433.0	203.0	110.0	54.2	9.0	7.0	0.0	19.0	13.0	1.0	0.0	0.0	0.0	33.0	13.0	16.0	44.8
2035	Xaver Schlager	at AUT	MF	Wolfsburg	23-086	1997	12.0	10.0	919.0	1.0	1.0	0.0	0.0	4.0	0.0	0.1	0.1	0.2	0.1	0.2	1.2	1.2	1.4	0.12	0.13	0.25	0.12	0.25	10.2	17.0	1.0	0.0	5.9	1.66	0.1	0.06	1.0	0.07	-0.2	-0.2	339.0	445.0	76.2	6383.0	1598.0	137.0	175.0	78.3	150.0	172.0	87.2	47.0	83.0	56.6	-0.4	7.0	34.0	11.0	0.0	40.0	438.0	7.0	4.0	2.0	85.0	14.0	3.0	0.0	0.0	0.0	0.0	301.0	63.0	81.0	273.0	134.0	19.0	0.0	6.0	5.0	11.0	15.0	14.0	18.0	1.76	14.0	0.0	0.0	3.0	1.0	3.0	0.29	2.0	0.0	0.0	1.0	0.0	0.0	44.0	32.0	12.0	27.0	5.0	8.0	21.0	38.1	13.0	200.0	66.0	33.0	51.0	109.0	40.0	18.0	3.0	0.0	15.0	10.0	19.0	0.0	586.0	26.0	130.0	356.0	147.0	11.0	579.0	7.0	9.0	77.8	7.0	0.0	368.0	2087.0	1143.0	397.0	343.0	86.4	18.0	21.0	0.0	14.0	11.0	0.0	1.0	0.0	0.0	138.0	18.0	18.0	50.0
2036	Keven Schlotterbeck	de GER	DF	Freiburg	23-239	1997	6.0	5.0	486.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.1	0.06	0.01	0.07	0.06	0.07	5.4	3.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.1	-0.3	-0.3	197.0	235.0	83.8	4399.0	1429.0	50.0	56.0	89.3	104.0	119.0	87.4	40.0	55.0	72.7	-0.1	1.0	9.0	1.0	0.0	13.0	225.0	10.0	10.0	0.0	35.0	4.0	1.0	0.0	0.0	0.0	0.0	171.0	24.0	40.0	140.0	69.0	15.0	0.0	0.0	0.0	2.0	6.0	3.0	2.0	0.37	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	1.0	3.0	0.0	0.0	8.0	0.0	8.0	49.0	10.0	20.4	26.0	20.0	3.0	8.0	6.0	0.0	2.0	7.0	32.0	0.0	290.0	27.0	177.0	123.0	11.0	4.0	282.0	2.0	2.0	100.0	2.0	0.0	157.0	680.0	334.0	164.0	162.0	98.8	0.0	1.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	61.0	19.0	14.0	57.6
2037	Nico Schlotterbeck	de GER	DF	Union Berlin	21-022	1999	2.0	2.0	180.0	1.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.5	0.5	0.3	0.3	0.0	0.14	0.0	0.14	0.14	0.14	2.0	5.0	3.0	0.0	60.0	2.5	1.5	0.2	0.33	0.06	0.7	0.7	100.0	122.0	82.0	2148.0	701.0	36.0	40.0	90.0	47.0	52.0	90.4	17.0	28.0	60.7	0.0	0.0	8.0	0.0	0.0	8.0	119.0	3.0	3.0	0.0	15.0	8.0	0.0	0.0	0.0	0.0	0.0	87.0	17.0	18.0	100.0	13.0	8.0	0.0	1.0	0.0	5.0	1.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	9.0	5.0	6.0	3.0	0.0	2.0	2.0	100.0	0.0	37.0	13.0	35.1	19.0	18.0	0.0	3.0	1.0	0.0	2.0	1.0	4.0	0.0	145.0	12.0	70.0	73.0	11.0	5.0	143.0	0.0	0.0	0.0	0.0	0.0	95.0	549.0	356.0	97.0	95.0	97.9	0.0	2.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	29.0	3.0	5.0	37.5
2038	Jeffrey Schlupp	gh GHA	MF	Crystal Palace	28-000	1992	12.0	9.0	773.0	1.0	1.0	0.0	0.0	2.0	0.0	0.12	0.12	0.23	0.12	0.23	1.2	1.2	0.7	0.14	0.08	0.22	0.14	0.22	8.6	12.0	5.0	0.0	41.7	1.4	0.58	0.08	0.2	0.1	-0.2	-0.2	156.0	226.0	69.0	2417.0	539.0	84.0	110.0	76.4	59.0	85.0	69.4	8.0	14.0	57.1	0.3	9.0	14.0	2.0	0.0	15.0	217.0	9.0	2.0	0.0	64.0	3.0	17.0	0.0	0.0	0.0	0.0	147.0	37.0	42.0	145.0	36.0	16.0	6.0	3.0	0.0	2.0	3.0	14.0	21.0	2.45	15.0	0.0	2.0	1.0	3.0	4.0	0.47	2.0	0.0	0.0	1.0	1.0	0.0	13.0	5.0	6.0	5.0	2.0	4.0	11.0	36.4	7.0	115.0	26.0	22.6	40.0	57.0	18.0	20.0	5.0	0.0	15.0	8.0	5.0	1.0	347.0	11.0	50.0	182.0	142.0	34.0	338.0	21.0	33.0	63.6	22.0	0.0	227.0	1664.0	948.0	305.0	236.0	77.4	17.0	26.0	0.0	9.0	10.0	0.0	0.0	0.0	0.0	52.0	24.0	26.0	48.0
2039	Kasper Schmeichel	dk DEN	GK	Leicester City	34-048	1986	14.0	14.0	1260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	322.0	454.0	70.9	10545.0	6094.0	40.0	40.0	100.0	138.0	138.0	100.0	143.0	275.0	52.0	0.0	0.0	2.0	0.0	0.0	0.0	310.0	144.0	57.0	0.0	31.0	23.0	0.0	0.0	0.0	0.0	0.0	208.0	28.0	218.0	4.0	363.0	0.0	0.0	65.0	2.0	20.0	3.0	1.0	1.0	0.07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	477.0	412.0	471.0	7.0	0.0	0.0	334.0	0.0	1.0	0.0	0.0	0.0	219.0	990.0	541.0	210.0	209.0	99.5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0
2040	Jonathan Schmid	fr FRA	DF	Freiburg	30-180	1990	13.0	12.0	1071.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.17	0.17	0.0	0.17	0.7	0.7	1.2	0.06	0.1	0.16	0.06	0.16	11.9	11.0	4.0	3.0	36.4	0.92	0.34	0.0	0.0	0.06	-0.7	-0.7	488.0	621.0	78.6	9840.0	4278.0	166.0	199.0	83.4	242.0	285.0	84.9	73.0	118.0	61.9	0.8	14.0	35.0	18.0	9.0	68.0	460.0	161.0	12.0	0.0	71.0	18.0	29.0	1.0	0.0	1.0	0.0	291.0	164.0	166.0	76.0	365.0	26.0	148.0	1.0	2.0	4.0	12.0	16.0	30.0	2.52	20.0	5.0	1.0	2.0	1.0	5.0	0.42	3.0	1.0	0.0	0.0	0.0	0.0	22.0	17.0	9.0	10.0	3.0	4.0	14.0	28.6	10.0	151.0	51.0	33.8	51.0	73.0	27.0	20.0	6.0	0.0	14.0	6.0	21.0	0.0	729.0	30.0	196.0	340.0	227.0	18.0	566.0	5.0	14.0	35.7	5.0	0.0	378.0	2034.0	1225.0	415.0	374.0	90.1	5.0	13.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	111.0	9.0	13.0	40.9
2041	Romano Schmid	at AUT	FW	Werder Bremen	20-331	2000	4.0	2.0	170.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02	0.02	0.02	1.9	2.0	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.02	0.0	0.0	38.0	54.0	70.4	615.0	209.0	16.0	22.0	72.7	18.0	22.0	81.8	2.0	6.0	33.3	0.0	0.0	4.0	1.0	0.0	9.0	52.0	2.0	0.0	0.0	10.0	0.0	2.0	0.0	0.0	0.0	0.0	36.0	6.0	12.0	4.0	46.0	2.0	1.0	0.0	0.0	2.0	2.0	2.0	3.0	1.59	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	2.0	2.0	2.0	2.0	5.0	40.0	3.0	54.0	11.0	20.4	10.0	29.0	15.0	4.0	0.0	0.0	4.0	1.0	0.0	0.0	75.0	0.0	9.0	32.0	40.0	0.0	73.0	4.0	5.0	80.0	4.0	0.0	50.0	310.0	213.0	72.0	45.0	62.5	3.0	4.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	17.0	1.0	3.0	25.0
2042	Benno Schmitz	de GER	DF	Köln	26-036	1994	4.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	10.0	40.0	116.0	80.0	2.0	4.0	50.0	0.0	1.0	0.0	2.0	5.0	40.0	0.0	0.0	1.0	0.0	0.0	1.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	4.0	1.0	6.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	4.0	57.1	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	15.0	1.0	6.0	6.0	3.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	7.0	28.0	15.0	9.0	8.0	88.9	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
2043	Morgan Schneiderlin	fr FRA	MF	Nice	31-045	1989	12.0	12.0	1045.0	0.0	1.0	0.0	0.0	5.0	1.0	0.0	0.09	0.09	0.0	0.09	0.3	0.3	0.5	0.02	0.04	0.06	0.02	0.06	11.6	3.0	2.0	0.0	66.7	0.26	0.17	0.0	0.0	0.08	-0.3	-0.3	718.0	809.0	88.8	13634.0	3733.0	309.0	332.0	93.1	296.0	315.0	94.0	97.0	136.0	71.3	0.5	5.0	67.0	2.0	0.0	56.0	780.0	29.0	28.0	0.0	85.0	37.0	2.0	1.0	0.0	0.0	0.0	618.0	63.0	128.0	88.0	675.0	25.0	0.0	7.0	0.0	9.0	13.0	4.0	11.0	0.95	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	18.0	6.0	15.0	2.0	7.0	31.0	22.6	24.0	199.0	59.0	29.6	63.0	120.0	16.0	20.0	6.0	0.0	14.0	10.0	28.0	0.0	902.0	54.0	302.0	569.0	94.0	10.0	876.0	6.0	8.0	75.0	6.0	0.0	614.0	2852.0	1410.0	672.0	656.0	97.6	5.0	3.0	1.0	19.0	4.0	0.0	0.0	0.0	0.0	131.0	21.0	10.0	67.7
