	player	nationality	position	squad	age	birth_year	games	games_starts	minutes	goals	assists	pens_made	pens_att	cards_yellow	cards_red	goals_per90	assists_per90	goals_assists_per90	goals_pens_per90	goals_assists_pens_per90	xg	npxg	xa	xg_per90	xa_per90	xg_xa_per90	npxg_per90	npxg_xa_per90	minutes_90s	shots_total	shots_on_target	shots_free_kicks	shots_on_target_pct	shots_total_per90	shots_on_target_per90	goals_per_shot	goals_per_shot_on_target	npxg_per_shot	xg_net	npxg_net	passes_completed	passes	passes_pct	passes_total_distance	passes_progressive_distance	passes_completed_short	passes_short	passes_pct_short	passes_completed_medium	passes_medium	passes_pct_medium	passes_completed_long	passes_long	passes_pct_long	xa_net	assisted_shots	passes_into_final_third	passes_into_penalty_area	crosses_into_penalty_area	progressive_passes	passes_live	passes_dead	passes_free_kicks	through_balls	passes_pressure	passes_switches	crosses	corner_kicks	corner_kicks_in	corner_kicks_out	corner_kicks_straight	passes_ground	passes_low	passes_high	passes_left_foot	passes_right_foot	passes_head	throw_ins	passes_other_body	passes_offsides	passes_oob	passes_intercepted	passes_blocked	sca	sca_per90	sca_passes_live	sca_passes_dead	sca_dribbles	sca_shots	sca_fouled	gca	gca_per90	gca_passes_live	gca_passes_dead	gca_dribbles	gca_shots	gca_fouled	gca_og_for	tackles	tackles_won	tackles_def_3rd	tackles_mid_3rd	tackles_att_3rd	dribble_tackles	dribbles_vs	dribble_tackles_pct	dribbled_past	pressures	pressure_regains	pressure_regain_pct	pressures_def_3rd	pressures_mid_3rd	pressures_att_3rd	blocks	blocked_shots	blocked_shots_saves	blocked_passes	interceptions	clearances	errors	touches	touches_def_pen_area	touches_def_3rd	touches_mid_3rd	touches_att_3rd	touches_att_pen_area	touches_live_ball	dribbles_completed	dribbles	dribbles_completed_pct	players_dribbled_past	nutmegs	carries	carry_distance	carry_progressive_distance	pass_targets	passes_received	passes_received_pct	miscontrols	dispossessed	cards_yellow_red	fouls	fouled	offsides	pens_won	pens_conceded	own_goals	ball_recoveries	aerials_won	aerials_lost	aerials_won_pct
565	Ousmane Dembélé	fr FRA	FW,MF	Barcelona	23-222	1997	8.0	4.0	366.0	1.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.25	0.25	0.2	0.2	0.6	0.06	0.14	0.2	0.06	0.2	4.1	4.0	1.0	0.0	25.0	0.98	0.25	0.25	1.0	0.06	0.8	0.8	163.0	209.0	78.0	2485.0	561.0	95.0	110.0	86.4	59.0	76.0	77.6	8.0	14.0	57.1	-0.6	5.0	6.0	6.0	1.0	14.0	200.0	9.0	1.0	3.0	28.0	5.0	11.0	4.0	2.0	1.0	0.0	165.0	27.0	17.0	103.0	98.0	2.0	4.0	1.0	0.0	6.0	5.0	11.0	10.0	2.46	7.0	0.0	1.0	1.0	1.0	1.0	0.25	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	1.0	2.0	50.0	1.0	53.0	16.0	30.2	8.0	21.0	24.0	8.0	0.0	0.0	8.0	2.0	1.0	0.0	265.0	1.0	25.0	96.0	171.0	21.0	257.0	15.0	27.0	55.6	18.0	2.0	225.0	1737.0	1193.0	263.0	219.0	83.3	12.0	8.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	21.0	1.0	4.0	20.0
566	Merih Demiral	tr TUR	DF	Juventus	22-293	1998	6.0	5.0	458.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.2	0.2	0.2	0.1	0.04	0.01	0.05	0.04	0.05	5.1	3.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.07	-0.2	-0.2	311.0	335.0	92.8	6135.0	1671.0	93.0	105.0	88.6	184.0	188.0	97.9	33.0	39.0	84.6	0.9	1.0	8.0	0.0	0.0	7.0	322.0	13.0	10.0	0.0	23.0	3.0	0.0	0.0	0.0	0.0	0.0	281.0	20.0	34.0	37.0	263.0	20.0	3.0	0.0	0.0	3.0	2.0	2.0	2.0	0.39	1.0	0.0	0.0	1.0	0.0	1.0	0.2	0.0	0.0	0.0	1.0	0.0	0.0	8.0	5.0	8.0	0.0	0.0	2.0	5.0	40.0	3.0	49.0	16.0	32.7	31.0	14.0	4.0	7.0	2.0	0.0	5.0	3.0	18.0	0.0	372.0	60.0	205.0	163.0	17.0	5.0	360.0	1.0	1.0	100.0	1.0	0.0	223.0	919.0	330.0	272.0	268.0	98.5	0.0	1.0	0.0	6.0	1.0	1.0	0.0	0.0	0.0	54.0	19.0	2.0	90.5
567	Kerem Demirbay	de GER	MF	Leverkusen	27-173	1993	9.0	5.0	453.0	1.0	1.0	0.0	0.0	1.0	0.0	0.2	0.2	0.4	0.2	0.4	0.3	0.3	1.2	0.05	0.25	0.3	0.05	0.3	5.0	10.0	3.0	2.0	30.0	1.99	0.6	0.1	0.33	0.03	0.7	0.7	237.0	307.0	77.2	4829.0	1557.0	98.0	109.0	89.9	87.0	107.0	81.3	46.0	79.0	58.2	-0.2	14.0	25.0	8.0	3.0	28.0	264.0	43.0	14.0	0.0	49.0	19.0	8.0	28.0	10.0	10.0	5.0	179.0	40.0	88.0	241.0	45.0	14.0	1.0	2.0	1.0	4.0	6.0	7.0	24.0	4.77	8.0	13.0	1.0	2.0	0.0	3.0	0.6	0.0	2.0	0.0	1.0	0.0	0.0	15.0	10.0	7.0	7.0	1.0	5.0	15.0	33.3	10.0	96.0	32.0	33.3	23.0	55.0	18.0	7.0	2.0	0.0	5.0	3.0	1.0	0.0	378.0	5.0	49.0	216.0	133.0	6.0	336.0	5.0	6.0	83.3	5.0	1.0	240.0	1281.0	637.0	270.0	247.0	91.5	15.0	12.0	0.0	12.0	8.0	0.0	0.0	0.0	0.0	55.0	4.0	7.0	36.4
568	Ermedin Demirović	ba BIH	FW	Freiburg	22-273	1998	10.0	3.0	252.0	1.0	1.0	0.0	0.0	1.0	0.0	0.36	0.36	0.71	0.36	0.71	0.5	0.5	1.4	0.18	0.52	0.7	0.18	0.7	2.8	7.0	5.0	0.0	71.4	2.5	1.79	0.14	0.2	0.07	0.5	0.5	38.0	59.0	64.4	562.0	196.0	20.0	24.0	83.3	14.0	23.0	60.9	1.0	5.0	20.0	-0.4	6.0	5.0	4.0	0.0	12.0	55.0	4.0	0.0	2.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	17.0	7.0	5.0	41.0	5.0	0.0	3.0	1.0	1.0	2.0	3.0	9.0	3.21	8.0	0.0	0.0	0.0	0.0	1.0	0.36	1.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	1.0	1.0	2.0	0.0	2.0	0.0	2.0	76.0	21.0	27.6	2.0	29.0	45.0	6.0	1.0	0.0	5.0	1.0	4.0	0.0	102.0	5.0	8.0	51.0	46.0	11.0	98.0	1.0	4.0	25.0	1.0	0.0	62.0	321.0	142.0	162.0	62.0	38.3	8.0	7.0	0.0	8.0	2.0	4.0	0.0	0.0	0.0	19.0	7.0	26.0	21.2
569	Diego Demme	de GER	MF	Napoli	29-032	1991	7.0	5.0	398.0	1.0	0.0	0.0	0.0	1.0	0.0	0.23	0.0	0.23	0.23	0.23	0.1	0.1	0.1	0.02	0.02	0.04	0.02	0.04	4.4	3.0	1.0	0.0	33.3	0.68	0.23	0.33	1.0	0.03	0.9	0.9	367.0	393.0	93.4	6866.0	1291.0	154.0	158.0	97.5	160.0	169.0	94.7	46.0	52.0	88.5	-0.1	1.0	41.0	1.0	0.0	19.0	387.0	6.0	6.0	1.0	29.0	9.0	3.0	0.0	0.0	0.0	0.0	339.0	24.0	30.0	32.0	358.0	1.0	0.0	0.0	2.0	2.0	2.0	6.0	9.0	2.04	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	10.0	2.0	9.0	2.0	2.0	12.0	16.7	10.0	84.0	34.0	40.5	20.0	45.0	19.0	4.0	0.0	0.0	4.0	4.0	2.0	0.0	427.0	13.0	80.0	299.0	73.0	5.0	422.0	1.0	1.0	100.0	1.0	0.0	328.0	1389.0	689.0	371.0	352.0	94.9	3.0	3.0	0.0	7.0	11.0	1.0	0.0	0.0	0.0	43.0	3.0	5.0	37.5
570	Jason Denayer	be BEL	DF	Lyon	25-178	1995	14.0	14.0	1227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.02	0.0	0.02	0.02	0.02	13.6	2.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.1	-0.2	-0.2	797.0	831.0	95.9	16278.0	4998.0	246.0	261.0	94.3	421.0	429.0	98.1	123.0	129.0	95.3	0.0	0.0	53.0	0.0	0.0	38.0	815.0	16.0	14.0	0.0	41.0	16.0	1.0	0.0	0.0	0.0	0.0	738.0	41.0	52.0	59.0	738.0	18.0	2.0	4.0	0.0	0.0	5.0	4.0	2.0	0.15	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	12.0	12.0	7.0	0.0	3.0	5.0	60.0	2.0	82.0	38.0	46.3	43.0	33.0	6.0	34.0	12.0	0.0	22.0	4.0	48.0	1.0	940.0	110.0	410.0	558.0	31.0	4.0	924.0	5.0	5.0	100.0	5.0	0.0	635.0	3270.0	1945.0	692.0	685.0	99.0	2.0	0.0	0.0	12.0	3.0	0.0	0.0	0.0	0.0	129.0	21.0	17.0	55.3
571	Leander Dendoncker	be BEL	MF	Wolves	25-252	1995	12.0	11.0	947.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.4	0.19	0.04	0.22	0.19	0.22	10.5	15.0	6.0	0.0	40.0	1.43	0.57	0.0	0.0	0.13	-2.0	-2.0	310.0	363.0	85.4	5135.0	986.0	146.0	166.0	88.0	129.0	151.0	85.4	25.0	29.0	86.2	-0.4	10.0	22.0	1.0	1.0	23.0	359.0	4.0	3.0	0.0	74.0	6.0	4.0	1.0	0.0	1.0	0.0	237.0	62.0	64.0	53.0	247.0	31.0	0.0	4.0	0.0	2.0	5.0	6.0	18.0	1.71	15.0	0.0	0.0	3.0	0.0	2.0	0.19	0.0	0.0	0.0	2.0	0.0	0.0	21.0	13.0	11.0	8.0	2.0	9.0	25.0	36.0	16.0	200.0	58.0	29.0	79.0	91.0	30.0	19.0	4.0	0.0	15.0	5.0	16.0	0.0	460.0	23.0	111.0	249.0	116.0	32.0	456.0	5.0	8.0	62.5	5.0	0.0	214.0	940.0	410.0	368.0	298.0	81.0	8.0	4.0	0.0	18.0	2.0	2.0	0.0	0.0	0.0	86.0	35.0	21.0	62.5
572	Kevin Denkey	tg TOG	FW	Nîmes	20-023	2000	10.0	6.0	524.0	1.0	1.0	0.0	0.0	3.0	0.0	0.17	0.17	0.34	0.17	0.34	1.8	1.8	0.6	0.31	0.1	0.4	0.31	0.4	5.8	17.0	8.0	0.0	47.1	2.92	1.37	0.06	0.13	0.1	-0.8	-0.8	81.0	113.0	71.7	1299.0	189.0	47.0	60.0	78.3	24.0	35.0	68.6	6.0	11.0	54.5	0.4	4.0	5.0	3.0	0.0	7.0	101.0	12.0	0.0	0.0	32.0	4.0	5.0	0.0	0.0	0.0	0.0	71.0	25.0	17.0	23.0	81.0	2.0	0.0	2.0	1.0	3.0	4.0	2.0	9.0	1.55	5.0	0.0	0.0	3.0	1.0	1.0	0.17	1.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	2.0	1.0	1.0	4.0	25.0	3.0	90.0	17.0	18.9	5.0	37.0	48.0	2.0	0.0	0.0	2.0	2.0	3.0	0.0	184.0	3.0	8.0	90.0	96.0	32.0	172.0	5.0	12.0	41.7	5.0	0.0	115.0	543.0	226.0	250.0	126.0	50.4	15.0	7.0	0.0	21.0	9.0	2.0	0.0	0.0	0.0	27.0	6.0	16.0	27.3
573	Stefano Denswil	nl NED	DF	Bologna	27-230	1993	5.0	1.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	79.0	81.0	1442.0	496.0	17.0	22.0	77.3	35.0	36.0	97.2	12.0	16.0	75.0	0.0	0.0	7.0	1.0	0.0	8.0	70.0	9.0	5.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	60.0	8.0	11.0	60.0	12.0	2.0	4.0	0.0	0.0	2.0	1.0	6.0	2.0	1.57	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	1.0	1.0	2.0	50.0	1.0	21.0	7.0	33.3	14.0	6.0	1.0	3.0	0.0	0.0	3.0	1.0	4.0	0.0	90.0	3.0	39.0	40.0	19.0	0.0	82.0	1.0	1.0	100.0	1.0	0.0	62.0	233.0	141.0	60.0	60.0	100.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	11.0	3.0	1.0	75.0
574	Fabio Depaoli	it ITA	MF	Sampdoria	23-243	1997	2.0	1.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.1	0.18	0.07	0.25	0.18	0.25	0.9	2.0	1.0	0.0	50.0	2.34	1.17	0.0	0.0	0.08	-0.2	-0.2	9.0	15.0	60.0	136.0	72.0	6.0	8.0	75.0	1.0	3.0	33.3	1.0	1.0	100.0	-0.1	1.0	1.0	0.0	0.0	2.0	15.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	2.0	1.0	2.0	13.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.17	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	33.3	2.0	18.0	4.0	22.2	8.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	24.0	2.0	3.0	6.0	17.0	1.0	24.0	0.0	1.0	0.0	0.0	0.0	17.0	115.0	59.0	28.0	16.0	57.1	2.0	0.0	0.0	5.0	2.0	2.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0
575	Fabio Depaoli	it ITA	DF	Atalanta	23-243	1997	3.0	3.0	173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.07	0.07	0.0	0.07	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	90.0	83.3	1013.0	487.0	56.0	62.0	90.3	18.0	22.0	81.8	1.0	5.0	20.0	-0.1	2.0	5.0	1.0	0.0	11.0	80.0	10.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	69.0	15.0	6.0	2.0	75.0	2.0	10.0	0.0	1.0	1.0	1.0	3.0	4.0	2.08	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	2.0	27.0	9.0	33.3	8.0	8.0	11.0	8.0	0.0	0.0	8.0	0.0	3.0	0.0	115.0	3.0	22.0	53.0	50.0	5.0	105.0	1.0	1.0	100.0	1.0	0.0	78.0	348.0	200.0	93.0	77.0	82.8	3.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0	2.0	2.0	50.0
576	Memphis Depay	nl NED	FW,MF	Lyon	26-314	1994	16.0	12.0	1115.0	8.0	4.0	5.0	5.0	1.0	0.0	0.65	0.32	0.97	0.24	0.57	7.7	3.9	5.9	0.62	0.47	1.1	0.32	0.79	12.4	36.0	11.0	7.0	30.6	2.91	0.89	0.08	0.27	0.11	0.3	-0.9	333.0	475.0	70.1	6043.0	2150.0	159.0	201.0	79.1	102.0	132.0	77.3	56.0	106.0	52.8	-1.9	38.0	34.0	24.0	5.0	47.0	403.0	72.0	20.0	6.0	106.0	29.0	44.0	38.0	17.0	10.0	3.0	328.0	47.0	100.0	65.0	391.0	7.0	1.0	7.0	4.0	12.0	16.0	15.0	69.0	5.57	38.0	15.0	7.0	3.0	5.0	10.0	0.81	5.0	1.0	3.0	0.0	1.0	0.0	3.0	2.0	0.0	3.0	0.0	0.0	10.0	0.0	10.0	124.0	29.0	23.4	6.0	59.0	59.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	649.0	2.0	30.0	281.0	376.0	72.0	577.0	34.0	60.0	56.7	39.0	1.0	462.0	2907.0	1808.0	691.0	498.0	72.1	40.0	43.0	0.0	13.0	21.0	2.0	1.0	0.0	0.0	58.0	8.0	8.0	50.0
577	Mike van der Hoorn	nl NED	DF	Arminia	28-069	1992	13.0	13.0	1157.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.0	0.02	0.0	0.03	0.02	0.03	12.9	4.0	2.0	0.0	50.0	0.31	0.16	0.0	0.0	0.08	-0.3	-0.3	648.0	742.0	87.3	15733.0	4349.0	127.0	141.0	90.1	366.0	391.0	93.6	151.0	203.0	74.4	0.0	1.0	21.0	1.0	0.0	24.0	719.0	23.0	23.0	1.0	106.0	31.0	0.0	0.0	0.0	0.0	0.0	559.0	47.0	136.0	103.0	585.0	27.0	0.0	0.0	3.0	11.0	9.0	5.0	4.0	0.31	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	6.0	2.0	5.0	0.0	1.0	5.0	20.0	4.0	57.0	22.0	38.6	38.0	18.0	1.0	19.0	6.0	0.0	13.0	4.0	79.0	0.0	857.0	130.0	577.0	329.0	8.0	6.0	835.0	0.0	1.0	0.0	0.0	0.0	538.0	2813.0	1530.0	598.0	581.0	97.2	2.0	3.0	0.0	10.0	7.0	0.0	0.0	1.0	0.0	136.0	42.0	27.0	60.9
578	Kastriot Dermaku	al ALB	DF	Parma	28-343	1992	2.0	1.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	39.0	89.7	805.0	160.0	8.0	8.0	100.0	18.0	21.0	85.7	9.0	9.0	100.0	0.0	0.0	1.0	0.0	0.0	1.0	37.0	2.0	2.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	34.0	1.0	4.0	6.0	32.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	27.3	7.0	4.0	0.0	3.0	1.0	0.0	2.0	1.0	8.0	0.0	52.0	15.0	34.0	20.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	28.0	144.0	76.0	31.0	30.0	96.8	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0
579	Kiril Despodov	bg BUL	FW	Cagliari	24-042	1996	1.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	100.0	0.0	5.0	2.0	40.0	0.0	2.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	6.0	4.0	5.0	1.0	20.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
580	Sergiño Dest	us USA	DF	Barcelona	20-050	2000	11.0	8.0	743.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.12	0.12	0.0	0.12	0.5	0.5	1.5	0.06	0.19	0.24	0.06	0.24	8.3	5.0	1.0	0.0	20.0	0.61	0.12	0.0	0.0	0.1	-0.5	-0.5	442.0	500.0	88.4	6391.0	1947.0	266.0	287.0	92.7	148.0	161.0	91.9	15.0	24.0	62.5	-0.5	12.0	20.0	12.0	4.0	24.0	441.0	59.0	1.0	0.0	36.0	1.0	21.0	0.0	0.0	0.0	0.0	393.0	73.0	34.0	60.0	368.0	13.0	58.0	0.0	2.0	0.0	6.0	19.0	21.0	2.54	19.0	1.0	1.0	0.0	0.0	1.0	0.12	1.0	0.0	0.0	0.0	0.0	0.0	13.0	9.0	11.0	2.0	0.0	5.0	11.0	45.5	6.0	108.0	28.0	25.9	52.0	31.0	25.0	19.0	2.0	0.0	17.0	3.0	10.0	0.0	586.0	16.0	116.0	239.0	260.0	33.0	527.0	14.0	25.0	56.0	16.0	0.0	420.0	2191.0	1417.0	444.0	405.0	91.2	9.0	12.0	0.0	9.0	2.0	0.0	0.0	0.0	0.0	69.0	2.0	3.0	40.0
581	Mattia Destro	it ITA	FW	Genoa	29-278	1991	10.0	4.0	379.0	3.0	1.0	0.0	0.0	1.0	0.0	0.71	0.24	0.95	0.71	0.95	2.4	2.4	0.2	0.58	0.05	0.63	0.58	0.63	4.2	12.0	7.0	0.0	58.3	2.85	1.66	0.25	0.43	0.2	0.6	0.6	43.0	61.0	70.5	672.0	102.0	23.0	33.0	69.7	12.0	17.0	70.6	5.0	7.0	71.4	0.8	3.0	4.0	1.0	0.0	3.0	53.0	8.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	37.0	13.0	11.0	4.0	46.0	2.0	0.0	2.0	0.0	1.0	4.0	1.0	8.0	1.9	4.0	0.0	1.0	2.0	0.0	1.0	0.24	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	58.0	13.0	22.4	5.0	28.0	25.0	3.0	1.0	0.0	2.0	1.0	5.0	0.0	127.0	4.0	14.0	71.0	50.0	19.0	119.0	2.0	6.0	33.3	2.0	0.0	64.0	373.0	194.0	138.0	85.0	61.6	15.0	11.0	0.0	9.0	9.0	5.0	0.0	0.0	0.0	18.0	7.0	12.0	36.8
582	Gerard Deulofeu	es ESP	FW,MF	Udinese	26-285	1994	7.0	3.0	270.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.33	0.33	0.0	0.33	0.4	0.4	0.5	0.14	0.17	0.31	0.14	0.31	3.0	7.0	3.0	0.0	42.9	2.33	1.0	0.0	0.0	0.06	-0.4	-0.4	79.0	120.0	65.8	1248.0	288.0	43.0	51.0	84.3	26.0	41.0	63.4	7.0	16.0	43.8	0.5	2.0	5.0	5.0	0.0	10.0	108.0	12.0	0.0	1.0	18.0	6.0	7.0	5.0	2.0	1.0	0.0	94.0	12.0	14.0	13.0	101.0	1.0	4.0	1.0	0.0	2.0	4.0	13.0	5.0	1.67	4.0	0.0	0.0	0.0	1.0	2.0	0.67	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	25.0	3.0	53.0	14.0	26.4	10.0	21.0	22.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	149.0	2.0	13.0	50.0	98.0	24.0	137.0	4.0	8.0	50.0	4.0	0.0	125.0	958.0	698.0	156.0	116.0	74.4	7.0	4.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	13.0	0.0	3.0	0.0
583	Deyverson	br BRA	FW	Alavés	29-229	1991	10.0	5.0	394.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.46	0.46	0.0	0.46	0.9	0.9	0.8	0.22	0.19	0.4	0.22	0.4	4.4	6.0	0.0	0.0	0.0	1.37	0.0	0.0	0.0	0.16	-0.9	-0.9	68.0	145.0	46.9	1350.0	493.0	34.0	65.0	52.3	23.0	46.0	50.0	9.0	26.0	34.6	1.2	3.0	12.0	3.0	0.0	10.0	141.0	4.0	0.0	2.0	44.0	5.0	7.0	0.0	0.0	0.0	0.0	40.0	40.0	65.0	88.0	7.0	27.0	0.0	2.0	2.0	6.0	2.0	5.0	10.0	2.28	8.0	0.0	0.0	1.0	1.0	3.0	0.69	1.0	0.0	0.0	1.0	1.0	0.0	3.0	2.0	1.0	1.0	1.0	2.0	6.0	33.3	4.0	91.0	24.0	26.4	4.0	44.0	43.0	8.0	0.0	0.0	8.0	5.0	5.0	0.0	199.0	5.0	24.0	105.0	80.0	17.0	195.0	2.0	8.0	25.0	2.0	1.0	86.0	391.0	220.0	209.0	132.0	63.2	11.0	5.0	0.0	6.0	9.0	4.0	0.0	0.0	0.0	38.0	23.0	23.0	50.0
584	Jacopo Dezi	it ITA	FW,MF	Parma	28-317	1992	2.0	1.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.05	0.18	0.24	0.05	0.24	0.9	1.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.05	0.0	0.0	32.0	43.0	74.4	480.0	69.0	15.0	17.0	88.2	12.0	15.0	80.0	2.0	7.0	28.6	-0.2	1.0	1.0	1.0	0.0	2.0	35.0	8.0	0.0	0.0	3.0	1.0	3.0	4.0	0.0	0.0	0.0	28.0	6.0	9.0	7.0	35.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.14	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	1.0	4.0	25.0	3.0	22.0	3.0	13.6	3.0	12.0	7.0	4.0	0.0	0.0	4.0	1.0	0.0	0.0	55.0	0.0	5.0	31.0	21.0	2.0	47.0	1.0	2.0	50.0	1.0	0.0	29.0	124.0	44.0	42.0	35.0	83.3	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0
585	Samuel Di Carmine	it ITA	FW	Hellas Verona	32-094	1988	7.0	6.0	380.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	1.3	0.0	0.3	0.01	0.31	0.3	0.31	4.2	7.0	1.0	0.0	14.3	1.66	0.24	0.0	0.0	0.18	-1.3	-1.3	75.0	119.0	63.0	921.0	79.0	53.0	71.0	74.6	19.0	37.0	51.4	1.0	3.0	33.3	0.0	1.0	3.0	1.0	0.0	3.0	109.0	10.0	0.0	0.0	51.0	0.0	4.0	0.0	0.0	0.0	0.0	53.0	42.0	24.0	13.0	71.0	10.0	0.0	4.0	0.0	2.0	3.0	4.0	4.0	0.95	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	50.0	14.0	28.0	3.0	18.0	29.0	1.0	1.0	0.0	0.0	0.0	7.0	0.0	169.0	6.0	12.0	98.0	62.0	20.0	159.0	1.0	1.0	100.0	1.0	0.0	97.0	459.0	177.0	243.0	136.0	56.0	17.0	8.0	0.0	14.0	15.0	5.0	0.0	0.0	0.0	12.0	24.0	20.0	54.5
